school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,15,R,GT3,T,1,2,other,other,course,other,4,3,1,yes,yes,no,no,no,no,yes,no,2,4,5,4,2,1,26.0,8,8,5
GP,M,16,R,GT3,T,4,4,health,services,home,mother,3,2,0,no,yes,no,no,yes,no,yes,yes,4,1,4,1,2,5,3.0,9,9,9
GP,F,19,R,GT3,T,1,1,other,other,course,other,3,3,1,yes,no,no,yes,yes,no,no,yes,1,2,5,1,1,4,12.0,10,11,11
MS,M,15,U,GT3,T,3,3,other,services,home,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,5,4,4,1,1,1,1.0,11,10,11
MS,F,17,R,GT3,T,3,2,health,services,other,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,1,1.0,17,18,18
MS,F,17,R,LE3,T,1,1,other,other,other,mother,4,1,1,no,yes,no,yes,yes,yes,yes,yes,5,3,4,1,1,5,9.0,7,7,9
GP,F,16,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,2,2.0,12,13,13
GP,M,16,R,LE3,T,4,3,teacher,other,home,mother,3,2,1,no,no,no,no,no,yes,yes,yes,5,3,3,3,5,4,9.0,10,9,11
GP,F,18,R,GT3,T,4,4,teacher,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,5,1,2,5,0.0,12,12,14
MS,F,17,U,LE3,A,3,4,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,2,2,3,1,0.0,11,11,12
GP,F,16,R,GT3,T,3,2,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,4,1,2,5,1.0,7,8,8
GP,F,20,U,GT3,T,2,1,services,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,1,1,8.0,10,11,11
GP,M,18,U,GT3,T,2,2,services,other,home,other,1,1,0,yes,no,no,yes,no,yes,yes,no,5,3,3,1,1,1,9.0,10,11,12
GP,F,16,R,GT3,T,2,3,other,other,reputation,mother,1,4,0,no,yes,no,no,no,yes,no,no,1,2,3,1,1,4,1.0,13,13,14
GP,F,18,R,LE3,T,3,3,at_home,other,course,father,2,1,0,yes,no,no,yes,yes,no,no,yes,3,2,2,1,1,3,3.0,9,12,13
GP,F,16,U,GT3,T,2,3,other,services,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,5,1,1,1,2,1.0,14,14,14
GP,F,17,U,GT3,T,4,2,services,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,4,2,1,2,1,2.0,15,15,15
GP,M,17,U,GT3,T,4,4,teacher,other,home,mother,2,1,0,no,yes,no,no,no,yes,yes,no,5,3,3,2,2,5,2.0,11,12,13
GP,F,16,R,GT3,T,2,2,services,at_home,home,father,2,2,0,no,no,no,no,yes,yes,yes,no,4,2,3,1,1,5,3.0,12,12,13
GP,M,18,U,GT3,T,2,2,services,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,2,3,2,10.0,12,13,14
MS,F,17,U,GT3,T,3,1,at_home,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,1,1,1,2,3,11.0,8,10,9
MS,M,15,U,LE3,T,4,3,services,other,course,mother,4,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,2,5,5,2.0,13,11,11
MS,M,18,U,GT3,T,2,3,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,5,5,5,9.0,9,10,11
GP,F,16,U,GT3,T,4,4,teacher,teacher,course,father,3,2,0,no,no,no,yes,no,yes,yes,no,5,4,4,1,3,3,5.0,16,15,14
GP,F,15,U,GT3,T,4,4,health,teacher,home,mother,2,2,2,no,yes,no,yes,no,yes,yes,no,4,3,5,1,1,4,0.0,11,12,12
GP,F,15,U,LE3,T,1,1,other,services,home,father,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,2,2,2,1,1,2,1.0,11,12,13
GP,F,17,U,LE3,T,1,1,at_home,other,course,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,2,1,1,5,2.0,10,13,13
GP,M,16,U,LE3,T,4,3,teacher,other,course,father,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,1,2,2,3,4,1.0,11,11,11
GP,M,17,R,LE3,T,1,2,other,services,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,5,4,3,1,1,1,1.0,7,8,8
MS,M,16,U,GT3,T,1,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,3,2,5.0,8,8,10
GP,M,18,U,LE3,T,3,4,other,health,reputation,other,2,3,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,2,2,2.0,11,13,14
MS,F,16,R,GT3,T,4,4,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,no,yes,4,5,4,1,2,2,0.0,13,12,12
MS,M,15,U,LE3,T,1,3,at_home,other,course,other,2,3,0,no,no,no,no,yes,no,yes,yes,4,5,5,1,1,2,1.0,9,9,9
GP,F,17,U,GT3,T,2,1,services,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,3,3,3.0,13,13,13
GP,F,17,R,GT3,T,3,3,other,other,home,father,3,1,1,no,no,no,yes,yes,yes,no,no,4,4,3,2,4,5,5.0,8,9,10
MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,yes,5,3,2,1,2,2,6.0,14,17,17
GP,F,17,U,GT3,T,4,4,services,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,1,2,1,3,2,0.0,12,13,13
MS,M,18,U,GT3,A,4,4,teacher,other,reputation,other,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,4,5,4,2.0,12,12,12
MS,M,17,U,GT3,A,1,1,at_home,services,course,mother,1,2,1,no,yes,no,yes,yes,no,no,yes,3,3,3,1,3,4,9.0,8,8,8
GP,M,17,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,5,3.0,10,9,10
GP,M,18,U,LE3,T,4,4,health,services,course,mother,3,4,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,4,4,2,4.0,10,11,11
GP,F,17,U,LE3,T,4,3,teacher,health,home,mother,3,3,0,yes,no,no,no,no,yes,yes,yes,3,4,3,1,1,4,3.0,14,13,13
MS,M,16,U,GT3,T,1,1,at_home,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,3,4,3,2.0,9,10,11
GP,F,17,U,GT3,T,3,3,other,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,2,5,5,1.0,16,18,17
MS,M,18,R,GT3,T,0,1,other,services,course,mother,4,3,1,no,no,no,yes,yes,yes,no,no,4,3,3,1,3,5,1.0,10,9,8
GP,M,17,R,LE3,A,1,1,other,other,reputation,other,1,1,1,yes,yes,no,no,no,yes,yes,no,2,4,3,2,4,1,13.0,9,10,10
GP,M,18,R,GT3,T,2,4,at_home,other,course,mother,2,2,0,no,yes,no,yes,no,yes,no,yes,4,2,2,1,1,5,1.0,16,15,15
GP,M,15,U,LE3,A,3,2,health,other,other,mother,1,1,0,no,no,no,no,no,yes,no,yes,5,5,4,2,3,5,2.0,8,9,11
GP,F,15,U,GT3,T,3,3,other,at_home,home,father,1,3,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,1,3,1.0,12,12,13
GP,F,16,R,LE3,T,4,4,services,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,4,2,3,1,1,4,1.0,17,17,17
GP,M,20,U,GT3,T,2,2,other,other,course,father,2,1,0,no,no,no,no,yes,no,no,yes,4,5,1,3,4,5,11.0,8,13,10
MS,M,15,U,GT3,T,4,2,health,services,course,mother,1,3,0,no,yes,no,no,yes,no,yes,no,4,4,2,1,3,3,0.0,9,9,9
MS,M,19,R,GT3,T,2,2,health,other,course,mother,2,1,0,no,no,no,no,no,yes,yes,yes,5,3,4,2,3,5,4.0,10,10,10
MS,M,16,U,GT3,A,3,3,teacher,at_home,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,2,3,2,4,4,9.0,6,11,10
GP,F,19,U,GT3,T,2,2,other,other,course,father,1,3,0,no,no,no,no,no,no,no,no,5,3,4,3,3,2,0.0,9,10,10
MS,M,18,U,LE3,T,3,3,other,services,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,1,3,2,4,4,5.0,14,16,16
GP,M,18,R,LE3,T,4,4,other,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,5,0.0,12,12,12
GP,F,17,R,GT3,T,2,2,other,other,course,father,1,2,0,yes,yes,no,no,yes,no,yes,no,3,3,2,1,1,3,1.0,9,11,11
GP,F,18,R,GT3,T,4,4,health,services,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,1.0,12,12,12
MS,F,18,R,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,5,4,8.0,10,11,11
GP,F,17,U,GT3,T,4,4,teacher,services,course,father,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0.0,13,12,14
GP,M,17,R,GT3,T,3,2,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,5,3,2.0,9,10,13
GP,F,18,U,GT3,T,3,4,other,at_home,course,other,1,1,1,no,no,no,yes,no,no,no,yes,4,4,5,1,2,1,27.0,7,8,8
MS,M,17,U,GT3,T,4,3,health,teacher,course,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,4,1.0,17,17,18
GP,F,16,U,LE3,T,2,3,other,other,home,mother,1,1,0,no,no,no,yes,yes,no,yes,no,2,3,3,1,2,5,3.0,12,13,14
GP,M,17,U,GT3,T,3,4,health,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,1,1,1,1,2.0,15,13,14
GP,M,15,R,GT3,T,3,3,other,services,course,mother,4,1,1,no,yes,no,no,yes,yes,yes,no,4,4,5,3,4,3,3.0,10,10,11
MS,F,16,U,GT3,T,1,2,at_home,services,other,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,1,3,5.0,13,14,14
GP,F,18,U,GT3,T,2,1,other,other,reputation,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,2,2,1.0,15,14,15
MS,F,17,R,GT3,T,3,3,at_home,services,course,mother,1,1,0,no,no,no,yes,no,yes,no,no,5,2,2,1,2,3,2.0,9,10,10
GP,M,15,U,GT3,T,3,2,other,services,home,mother,2,1,0,no,yes,no,no,no,yes,yes,no,3,2,1,1,1,2,2.0,13,14,15
GP,F,18,U,GT3,T,2,2,services,services,course,mother,1,1,1,no,yes,no,yes,no,yes,no,no,2,3,4,1,1,5,5.0,11,10,9
GP,F,18,U,GT3,T,3,4,other,health,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,4,3.0,15,14,14
GP,F,15,U,LE3,T,1,1,at_home,services,other,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,2,5,1,1,2,3,6.0,10,9,10
GP,F,15,U,GT3,T,4,4,teacher,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,2,3,10.0,10,12,12
MS,M,17,U,GT3,T,3,3,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,yes,no,no,yes,5,4,5,3,2,4,2.0,9,9,9
MS,M,18,U,GT3,T,4,4,health,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,3,1,1,4,3.0,14,14,15
GP,F,16,U,GT3,T,2,2,other,at_home,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,2,4,5,3.0,9,10,10
MS,F,17,U,GT3,T,4,2,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,3,3,1,2,5,1.0,17,18,18
MS,F,15,U,LE3,T,4,4,health,health,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,2,1,1.0,13,14,16
GP,F,17,R,LE3,T,4,3,other,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,3,5,2,1,1,2,1.0,13,14,15
GP,F,19,R,GT3,T,4,4,other,other,course,mother,2,1,3,no,yes,no,no,no,yes,yes,no,5,3,4,2,3,4,11.0,7,9,11
GP,F,19,U,GT3,T,2,3,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,2,3,1,5.0,11,12,13
GP,M,15,U,GT3,T,3,3,other,services,course,mother,2,4,0,no,no,yes,yes,yes,yes,yes,yes,1,2,1,1,3,1,1.0,11,12,14
GP,M,17,U,GT3,T,2,2,at_home,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,1,2,3,3,3,5.0,10,13,13
GP,F,16,U,GT3,T,1,2,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,5,5,3,2,4,2.0,8,8,9
GP,F,18,R,GT3,T,4,2,services,other,reputation,father,2,1,0,no,yes,no,yes,yes,yes,no,yes,4,4,5,1,3,5,10.0,12,11,14
GP,F,16,U,GT3,A,3,4,other,other,reputation,mother,1,2,1,no,yes,no,yes,no,yes,no,no,3,4,2,1,3,5,4.0,9,10,11
MS,F,16,R,LE3,T,1,4,at_home,other,course,other,2,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,1,5.0,6,7,8
GP,F,15,R,GT3,T,4,4,other,health,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,1,1,4,3,2.0,14,13,12
MS,F,16,R,LE3,T,3,1,other,services,other,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,1,3,1,1,5,1.0,11,11,11
GP,F,18,R,GT3,T,1,2,other,services,reputation,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,3,4,1,1,2,9.0,10,11,12
GP,F,18,U,GT3,T,4,2,teacher,teacher,course,mother,2,4,0,yes,no,no,yes,yes,yes,yes,no,4,5,2,2,3,5,1.0,18,17,18
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,5,4,4,1,1,2,1.0,16,18,17
GP,M,15,U,GT3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,1,1,1.0,11,11,12
MS,M,17,U,GT3,T,2,2,at_home,services,reputation,mother,1,2,3,no,yes,no,yes,no,no,yes,no,4,5,5,1,3,5,10.0,8,9,9
GP,F,16,U,LE3,T,4,4,services,services,reputation,father,1,2,0,no,yes,no,yes,no,yes,yes,yes,5,2,2,1,1,5,0.0,10,12,12
GP,F,18,R,LE3,T,2,1,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,1,5,5,2,2,3,6.0,11,9,11
GP,F,15,U,GT3,T,4,4,teacher,teacher,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,5,1,2,5,0.0,11,10,11
MS,M,16,U,GT3,T,4,1,other,other,course,mother,1,1,1,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,4,4,1.0,11,10,10
MS,M,15,U,GT3,T,2,2,other,other,other,mother,2,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,4,5,4,3,4,9.0,7,8,7
GP,F,18,U,GT3,T,1,1,other,at_home,course,other,1,1,1,no,no,no,yes,no,no,yes,yes,4,4,4,1,2,1,26.0,7,8,8
GP,F,16,U,GT3,A,2,1,other,other,home,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,5,3,2,1,1,5,12.0,13,11,11
MS,F,16,R,LE3,T,2,1,at_home,services,course,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,4,2,1,1,4,0.0,8,9,9
GP,F,16,R,LE3,T,2,2,other,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,5,2.0,12,12,13
GP,F,18,U,GT3,A,1,1,other,services,course,other,3,2,0,yes,no,no,yes,no,yes,yes,yes,5,1,3,3,3,5,2.0,8,7,7
GP,M,15,U,LE3,T,4,2,health,other,course,father,1,3,2,no,no,no,no,yes,no,yes,yes,4,3,2,5,5,4,1.0,9,10,10
GP,F,16,U,GT3,T,3,4,other,teacher,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,1,5,0.0,14,15,16
MS,M,16,U,GT3,T,2,3,services,other,other,other,1,1,3,no,yes,no,yes,yes,yes,yes,yes,4,5,5,2,4,4,5.0,9,10,9
GP,M,17,R,GT3,T,4,4,other,at_home,reputation,mother,1,1,0,no,yes,yes,yes,no,yes,yes,yes,5,3,2,1,3,1,4.0,11,12,12
GP,F,17,R,LE3,T,1,0,at_home,other,course,other,1,1,3,no,no,no,yes,yes,yes,no,yes,2,3,5,1,1,5,5.0,9,10,10
GP,F,17,U,LE3,T,3,3,other,health,reputation,mother,2,4,0,no,no,yes,yes,yes,yes,no,no,4,4,4,1,1,3,0.0,13,12,13
GP,M,16,U,LE3,T,1,2,at_home,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,1,2,1,1,1.0,16,17,15
GP,M,17,U,LE3,T,2,1,other,other,reputation,father,1,2,0,no,no,no,no,yes,yes,yes,no,4,2,1,2,2,2,9.0,11,12,15
GP,M,20,U,LE3,T,1,1,other,other,home,father,1,1,0,no,yes,no,no,yes,yes,no,no,4,4,1,3,5,3,9.0,11,10,10
MS,F,18,U,GT3,T,1,1,at_home,teacher,reputation,father,1,3,0,no,yes,yes,no,yes,yes,yes,yes,2,2,4,1,1,3,5.0,15,15,15
GP,M,16,U,LE3,T,2,2,other,other,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,5,1,1,4,1.0,10,12,12
GP,F,17,R,GT3,T,1,0,other,other,other,mother,4,3,1,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,5,2.0,10,8,10
MS,F,15,U,GT3,T,1,2,other,other,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,5,1,2,5,3.0,8,9,11
GP,M,17,U,LE3,T,1,1,other,other,reputation,father,1,2,2,no,yes,yes,yes,yes,yes,yes,yes,5,4,3,2,4,5,31.0,14,14,14
MS,F,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,0,yes,yes,no,yes,yes,no,no,yes,5,5,5,2,4,3,2.0,5,6,6
MS,F,15,R,GT3,A,3,3,other,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,no,5,5,4,1,1,5,1.0,14,14,15
MS,M,18,R,GT3,T,4,2,teacher,other,course,mother,3,2,0,no,no,no,yes,yes,yes,yes,yes,5,5,5,2,2,4,1.0,5,0,0
MS,F,18,U,GT3,T,4,3,at_home,other,course,mother,2,1,2,no,no,no,no,yes,no,yes,yes,4,4,5,2,4,3,9.0,7,6,7
GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,no,yes,4,3,2,1,1,5,1.0,12,12,13
GP,M,15,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,2,3,1,2,4,4.0,11,12,13
MS,F,17,R,GT3,T,1,1,other,health,course,father,3,3,3,no,no,no,no,yes,yes,yes,no,4,3,4,1,1,2,3.0,10,9,8
GP,F,16,R,GT3,T,2,1,other,other,course,father,2,4,3,no,yes,no,no,no,yes,yes,no,3,2,2,2,3,2,3.0,10,9,11
GP,F,16,R,GT3,A,2,3,services,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,3,2,3,1,2,5,11.0,15,12,14
GP,F,16,U,GT3,A,3,3,other,other,home,father,2,3,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,1,1,0.0,12,13,13
MS,F,16,R,GT3,T,4,4,health,other,course,father,1,3,0,no,yes,yes,no,no,yes,yes,no,4,4,3,1,1,4,1.0,16,16,16
GP,F,17,R,LE3,T,0,3,teacher,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,yes,no,1,1,2,1,1,3,0.0,18,19,19
MS,M,17,U,GT3,T,4,2,teacher,services,home,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,4,5,5,5,8.0,10,10,10
GP,M,16,U,GT3,A,4,2,teacher,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,3,2,5,2,4,4,2.0,11,11,11
GP,F,15,U,LE3,T,4,4,teacher,other,reputation,mother,1,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,1,4,2,1.0,13,14,15
GP,F,17,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,5,2,2,1,1,3,2.0,15,13,13
GP,F,18,U,GT3,T,3,3,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,5,1.0,12,12,12
GP,M,18,U,GT3,T,2,1,health,health,course,other,1,1,1,no,yes,no,no,yes,yes,no,yes,4,3,3,5,5,3,4.0,8,5,8
MS,M,18,U,GT3,T,2,2,other,services,course,other,1,1,1,no,yes,no,no,yes,yes,yes,no,3,3,3,1,4,2,14.0,13,17,18
GP,F,17,U,GT3,T,1,1,other,other,reputation,father,2,4,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,1.0,10,10,10
GP,F,17,U,GT3,T,4,4,health,other,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,1,1,5,1.0,16,15,15
GP,F,16,U,GT3,T,3,2,services,at_home,course,father,2,2,0,no,yes,no,no,yes,yes,no,no,4,4,4,1,2,2,6.0,11,11,11
GP,F,15,R,GT3,T,2,2,services,other,home,mother,1,1,0,no,no,no,yes,no,no,yes,no,5,3,4,1,1,5,0.0,9,10,11
MS,M,17,R,GT3,T,3,3,at_home,services,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,1,1,4.0,15,15,16
GP,M,15,R,GT3,T,2,2,at_home,services,home,mother,1,1,2,no,yes,no,yes,yes,yes,yes,yes,4,1,3,1,2,4,1.0,11,10,10
GP,M,16,U,LE3,A,3,4,other,teacher,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,1,4.0,13,12,14
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,2,1,0.0,13,14,15
MS,F,18,U,GT3,T,2,3,other,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,1,3,3,1,2,4,9.0,12,11,11
GP,F,18,U,GT3,T,3,2,health,services,other,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,3,4,3,1,1,1,9.0,12,11,11
MS,M,16,U,GT3,T,2,2,at_home,at_home,reputation,mother,1,2,3,no,yes,no,no,yes,yes,no,yes,3,4,4,2,4,3,5.0,9,9,10
GP,F,19,U,GT3,T,1,2,at_home,other,reputation,mother,2,1,1,yes,yes,no,yes,no,yes,yes,yes,3,3,3,1,1,5,6.0,9,9,10
MS,F,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,no,5,3,5,1,3,5,9.0,8,8,8
GP,F,20,R,GT3,T,1,1,other,other,home,other,2,2,0,no,no,no,yes,yes,yes,no,yes,5,2,2,1,1,4,8.0,10,11,12
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,2,3,4,5.0,16,16,17
GP,F,17,U,GT3,T,3,3,other,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,1,1,1,1,1,16.0,11,9,10
MS,F,15,U,GT3,T,4,3,services,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,4,3,1,1,2,0.0,14,13,13
GP,M,16,U,GT3,T,3,4,services,health,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,5,5,3,6.0,9,10,11
MS,F,15,U,LE3,T,4,4,teacher,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,1,1,4,2.0,13,14,14
MS,M,19,U,GT3,T,2,2,at_home,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,3,2,3,5,2.0,9,10,10
MS,F,16,U,GT3,T,4,4,health,other,home,mother,2,2,0,no,no,no,no,yes,no,yes,yes,4,3,4,1,3,5,0.0,9,8,9
GP,F,17,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,5,1.0,12,12,12
GP,M,16,R,GT3,A,3,2,other,other,course,other,3,1,1,no,yes,no,yes,yes,yes,yes,yes,5,3,1,1,4,5,12.0,13,11,11
GP,M,18,U,GT3,T,4,3,other,teacher,home,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,5,0.0,13,12,15
GP,F,16,U,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,yes,no,no,yes,no,5,2,1,1,1,5,3.0,9,11,13
GP,F,16,U,GT3,T,4,4,health,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,2,5,2.0,13,13,12
MS,F,16,R,LE3,T,2,2,other,other,home,father,1,2,1,yes,no,no,yes,yes,yes,yes,yes,5,1,3,1,1,3,0.0,10,10,10
GP,F,18,U,GT3,T,3,2,other,services,home,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,2,1,5,1,2.0,14,14,15
GP,F,18,R,LE3,T,1,1,at_home,other,home,mother,2,1,0,no,no,no,yes,no,yes,no,no,5,2,2,1,1,2,3.0,17,17,18
MS,F,16,U,LE3,T,4,4,health,other,other,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,5,1,2,5,1.0,11,11,11
GP,F,17,U,LE3,T,2,2,services,other,home,father,3,2,0,yes,yes,no,no,yes,yes,yes,yes,4,3,1,1,1,4,2.0,11,12,13
GP,M,15,U,GT3,T,4,4,health,services,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,2,5,11.0,12,13,14
MS,F,15,U,LE3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,no,yes,no,yes,no,1,5,5,1,4,5,4.0,10,10,11
GP,F,16,U,LE3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,1.0,11,12,12
MS,F,16,U,GT3,T,1,1,other,other,other,father,2,2,0,no,no,no,no,yes,yes,yes,no,4,1,3,1,1,4,1.0,10,11,11
MS,F,18,U,GT3,T,4,3,health,teacher,course,father,2,4,0,no,yes,no,yes,no,yes,yes,no,1,3,2,1,2,5,1.0,18,18,17
GP,M,17,U,GT3,A,4,4,health,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,3,0.0,14,13,12
GP,F,20,U,GT3,T,3,1,other,other,home,father,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,3,5,1.0,14,15,15
GP,M,16,R,GT3,T,2,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,yes,yes,3,4,3,2,4,2,2.0,9,9,11
MS,F,16,U,LE3,T,3,3,other,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,2,2,2,1.0,13,14,16
