school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;7
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;yes;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;5
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;7
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;no;yes;no;*;*;*;*;*;*;*;*;*;6
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;no;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;14
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;12
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;no;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;yes;*;*;*;*;*;*;*;*;*;18
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;no;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;18
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;yes;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;19
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;8
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;yes;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;17
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
